molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL2385287,N#C[C@@H]1CCCN1C(=O)COc1cccc2ccccc12,100000.0,inactive
CHEMBL2385286,N#C[C@@H]1CCCN1C(=O)CNC(=O)Cc1cccc2ccccc12,100000.0,inactive
CHEMBL2385285,N#C[C@@H]1CCCN1C(=O)CNC(=O)COc1cccc2ccccc12,100000.0,inactive
CHEMBL2385284,N#C[C@@H]1CCCN1C(=O)CNC(=O)COc1ccc2ccccc2c1,100000.0,inactive
CHEMBL2385283,N#C[C@@H]1CCCN1C(=O)CNC(=O)c1cc2ccccc2[nH]1,100000.0,inactive
CHEMBL2385282,N#C[C@@H]1CCCN1C(=O)CNC(=O)c1c[nH]c2ccccc12,100000.0,inactive
CHEMBL2385281,N#C[C@@H]1CCCN1C(=O)CNC(=O)c1ccnc2ccccc12,100000.0,inactive
CHEMBL2408638,CC(C)=CCn1c(OCC(C)(C)CN)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,120.0,active
CHEMBL2408655,CC(C)=CCn1c(N2CCC3CNCC32)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,9.0,active
CHEMBL2408639,CC(C)=CCn1c(OCC(C)(C)N)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,2500.0,intermediate
CHEMBL2408651,CC(C)=CCn1c(OC[C@@H]2CCCN2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,290.0,active
CHEMBL2408649,CC(C)=CCn1c(OC[C@H]2CCCN2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,5000.0,intermediate
CHEMBL2408646,CC(C)=CCn1c(O[C@@H]2CCNC2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,910.0,active
CHEMBL2408644,CC(C)=CCn1c(O[C@H]2CCNC2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,715.0,active
CHEMBL2408643,CC(C)=CCn1c(OC2CCNCC2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,1000.0,active
CHEMBL2408642,CC(C)=CCn1c(N2CCC3CNCC32)nc2c1c(=O)n(C)c(=O)n2C,100.0,active
CHEMBL2408774,CC(C)=CCn1c(N2CC3CCNC3C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,645.0,active
CHEMBL2408771,CC(C)=CCn1c(N2CC3CCCNC3C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,1.6,active
CHEMBL2418634,COc1ccc(Cn2cc(-c3ccc(C[C@H](N)C(=O)N4CCC[C@H]4C#N)cc3)nn2)cc1OC.Cl,15.7,active
CHEMBL2418633,Cl.N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2cn(Cc3ccc(Cl)c(Cl)c3)nn2)cc1,10.02,active
CHEMBL2418632,Cl.N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2cn(Cc3ccc(F)c(F)c3)nn2)cc1,8.57,active
CHEMBL2418631,COc1ccc(Cn2cc(-c3ccc(C[C@H](N)C(=O)N4CCC[C@H]4C#N)cc3)nn2)cc1.Cl,4.35,active
CHEMBL2418630,COc1cccc(Cn2cc(-c3ccc(C[C@H](N)C(=O)N4CCC[C@H]4C#N)cc3)nn2)c1.Cl,7.5,active
CHEMBL2418629,COc1ccccc1Cn1cc(-c2ccc(C[C@H](N)C(=O)N3CCC[C@H]3C#N)cc2)nn1.Cl,20.84,active
CHEMBL2418628,Cl.N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2cn(Cc3ccc(Cl)cc3)nn2)cc1,6.05,active
CHEMBL2417563,Cl.N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2cn(Cc3cccc(Cl)c3)nn2)cc1,10.45,active
CHEMBL2418627,Cl.N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2cn(Cc3ccccc3Cl)nn2)cc1,15.24,active
CHEMBL2418626,Cl.N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2cn(Cc3ccc(F)cc3)nn2)cc1,3.79,active
CHEMBL2418625,Cl.N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2cn(Cc3cccc(F)c3)nn2)cc1,7.56,active
CHEMBL2418624,Cl.N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2cn(Cc3ccccc3F)nn2)cc1,19.54,active
CHEMBL2418639,Cl.N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2cn(Cc3cccs3)nn2)cc1,8.28,active
CHEMBL2418638,Cl.N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2cn(Cc3ccncc3)nn2)cc1,17.61,active
CHEMBL2418637,Cl.N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2cn(CCc3ccccc3)nn2)cc1,25.5,active
CHEMBL2418636,Cl.N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2cn(Cc3ccccc3)nn2)cc1,9.39,active
CHEMBL2418635,Cl.Cn1cc(-c2ccc(C[C@H](N)C(=O)N3CCC[C@H]3C#N)cc2)nn1,265.0,active
CHEMBL2425883,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccccc2)c1=O,10000.0,inactive
CHEMBL2425882,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(CC#CC)c1=O,2177.5,intermediate
CHEMBL2424672,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(C)c1=O,198.0,active
CHEMBL2425887,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3c(ccc4ccccc43)n2)c1=O,31.3,active
CHEMBL2425885,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2nc3ccccc3[nH]2)c1=O,22.0,active
CHEMBL2425888,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3cc(Br)ccc3n2)c1=O,10.8,active
CHEMBL2425891,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3cc(C)ccc3n2)c1=O,9.1,active
CHEMBL2425889,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3cc(Cl)ccc3n2)c1=O,6.6,active
CHEMBL2425884,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ncccn2)c1=O,3.4,active
CHEMBL2425886,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3ccccc3n2)c1=O,3.1,active
CHEMBL2425890,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3cc(F)ccc3n2)c1=O,2.0,active
CHEMBL2425892,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3cc(OC)ccc3n2)c1=O,1.9,active
CHEMBL2425895,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cc(Cl)c3ccccc3n2)c1=O,1.2,active
CHEMBL2425894,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3ccc(F)cc3n2)c1=O,0.7,active
CHEMBL2425893,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3ccc(Cl)cc3n2)c1=O,0.4,active
CHEMBL2425082,N[C@@H]1C[C@@H](N2Cc3cn[nH]c3C2)CO[C@@H]1c1cc(F)ccc1F,100000.0,inactive
CHEMBL2425078,N[C@@H]1C[C@@H](N2Cc3cn[nH]c3C2)CO[C@H]1c1cc(F)ccc1F,38000.0,inactive
CHEMBL2425080,N[C@H]1C[C@H](N2Cc3cn[nH]c3C2)CO[C@H]1c1cc(F)ccc1F,26600.0,inactive
CHEMBL2425077,N[C@@H]1C[C@H](N2Cc3cn[nH]c3C2)CO[C@H]1c1cc(F)ccc1F,24400.0,inactive
CHEMBL2425081,N[C@@H]1C[C@H](N2Cc3cn[nH]c3C2)CO[C@@H]1c1cc(F)ccc1F,13100.0,inactive
CHEMBL2425065,CC1(C)c2cnc(C3CC3)nc2CN1[C@H]1CO[C@H](c2cc(F)ccc2F)[C@@H](N)C1,12600.0,inactive
CHEMBL2425079,N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CO[C@H]1c1cc(F)ccc1F,2800.0,intermediate
CHEMBL2425066,N[C@H]1C[C@@H](N2Cc3ccccc3C2=O)CO[C@@H]1c1cc(F)ccc1F,720.0,active
CHEMBL2425062,N[C@H]1C[C@@H](n2cc3cnc(C4CC4)nc3c2)CO[C@@H]1c1cc(F)c(F)cc1F,140.0,active
CHEMBL2425067,N[C@H]1C[C@@H](N2Cc3ccccc3O2)CO[C@@H]1c1cc(F)ccc1F,125.0,active
CHEMBL2425071,N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CO[C@@H]1c1ccccc1Cl,64.0,active
CHEMBL2425076,N[C@H]1C[C@H](N2Cc3cn[nH]c3C2)CO[C@@H]1c1cc(F)ccc1F,56.0,active
CHEMBL2425073,N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CO[C@@H]1c1cc(F)c(Cl)cc1F,48.0,active
CHEMBL2425074,N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CO[C@@H]1c1cc(F)ccc1Cl,37.0,active
CHEMBL2425063,N[C@H]1C[C@@H](N2CCn3c(nnc3C(F)(F)F)C2)CO[C@@H]1c1cc(F)ccc1F,37.0,active
CHEMBL2425072,N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CO[C@@H]1c1ccc(F)cc1F,27.0,active
CHEMBL2425064,CC1(C)c2nc(C3CC3)ncc2CN1[C@H]1CO[C@H](c2cc(F)ccc2F)[C@@H](N)C1,27.0,active
CHEMBL2425068,Cc1nc2c(o1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,11.0,active
CHEMBL2425069,N[C@H]1C[C@@H](N2Cc3nc(C(F)(F)F)[nH]c3C2)CO[C@@H]1c1cc(F)ccc1F,1.6,active
CHEMBL2425070,N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CO[C@@H]1c1cc(F)ccc1F,1.4,active
CHEMBL2425060,N[C@H]1C[C@@H](N2Cc3cnc(C(F)(F)F)nc3C2)CO[C@@H]1c1cc(F)c(F)cc1F,1.3,active
CHEMBL2425075,N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CO[C@@H]1c1cc(F)c(F)cc1F,1.0,active
CHEMBL2425061,N[C@H]1C[C@@H](N2Cc3cnc(C4CC4)nc3C2)CO[C@@H]1c1cc(F)c(F)cc1F,0.66,active
CHEMBL2425059,N[C@H]1C[C@@H](N2Cc3cnc(C(F)(F)F)nc3C2)CC[C@@H]1c1cc(F)c(F)cc1F,0.5,active
CHEMBL3093901,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1cccc(C(F)(F)F)c1,209.0,active
CHEMBL3093900,N#Cc1cccc(C[C@H](N)C(=O)N2CCC[C@H]2C#N)c1,63.0,active
CHEMBL3093899,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccccc1C(F)(F)F,46.0,active
CHEMBL3093898,N#Cc1ccccc1C[C@H](N)C(=O)N1CCC[C@H]1C#N,27.0,active
CHEMBL3093897,Cc1ccccc1C[C@H](N)C(=O)N1CCC[C@H]1C#N,42.0,active
CHEMBL200347,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2ccccc2)cc1,145.0,active
CHEMBL3093896,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(Br)cc1,4.0,active
CHEMBL3093925,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(Cl)cc1,4.0,active
CHEMBL3093924,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(C(F)(F)F)cc1,31.0,active
CHEMBL3093923,N#Cc1ccc(C[C@H](N)C(=O)N2CCC[C@H]2C#N)cc1,21.0,active
CHEMBL3093922,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc([N+](=O)[O-])cc1,20.0,active
CHEMBL3093921,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(N)cc1,75.0,active
CHEMBL3093920,COc1ccc(C[C@H](N)C(=O)N2CCC[C@H]2C#N)cc1,29.0,active
CHEMBL3093919,Cc1ccc(C[C@H](N)C(=O)N2CCC[C@H]2C#N)cc1,17.0,active
CHEMBL3093918,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(F)cc1,11.0,active
CHEMBL3093917,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1cccc(F)c1,248.0,active
CHEMBL3093916,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccccc1F,18.0,active
CHEMBL201268,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccccc1,27.0,active
CHEMBL3093915,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1cc(F)cc(F)c1F,60.0,active
CHEMBL3091488,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1ccc(F)c(F)c1F,23.0,active
CHEMBL3093914,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1cc(F)c(F)cc1F,17.0,active
CHEMBL3093913,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1ccc(F)cc1F,6.0,active
CHEMBL3093912,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1ccccc1C(F)(F)F,20.0,active
CHEMBL3093911,N#Cc1ccccc1C[C@H](N)C(=O)N1C[C@@H](F)C[C@H]1C#N,22.0,active
CHEMBL3093910,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1ccc(OCc2ccccc2)cc1,94.0,active
CHEMBL3093909,CC(C)(C)c1ccc(C[C@H](N)C(=O)N2C[C@@H](F)C[C@H]2C#N)cc1,125.0,active
CHEMBL3093908,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1ccc(C(F)(F)F)cc1,6.0,active
CHEMBL3093907,N#Cc1ccc(C[C@H](N)C(=O)N2C[C@@H](F)C[C@H]2C#N)cc1,5.0,active
CHEMBL3093906,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1ccc([N+](=O)[O-])cc1,292.0,active
CHEMBL3093905,COc1ccc(C[C@H](N)C(=O)N2C[C@@H](F)C[C@H]2C#N)cc1,15.0,active
CHEMBL3093904,Cc1ccc(C[C@H](N)C(=O)N2C[C@@H](F)C[C@H]2C#N)cc1,4.0,active
CHEMBL3093903,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1ccc(F)cc1,3.0,active
CHEMBL3093902,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1ccccc1,17.0,active
CHEMBL3112963,CO[C@H]1CC[C@](CN)(c2ccccc2)CC1,60000.0,inactive
CHEMBL3112962,NC[C@]1(c2ccccc2)CC[C@H](OCc2ccccc2)CC1,19900.0,inactive
CHEMBL3112965,CO[C@H]1CC[C@](CN)(c2cc(F)c(F)cc2F)CC1,15700.0,inactive
CHEMBL3112961,NC[C@]1(c2ccccc2)CC[C@H](OC/C=C/c2ccccc2)CC1,11900.0,inactive
CHEMBL3112964,CO[C@H]1CC[C@](CN)(c2cccc(Cl)c2)CC1,4200.0,intermediate
CHEMBL3112969,NC[C@]1(c2cccc(Cl)c2)CC[C@H](N2CCCCC2)CC1,250.0,active
CHEMBL3112957,NC[C@]1(c2cccc(Cl)c2)CC[C@H](n2ncccc2=O)CC1,200.0,active
CHEMBL3112958,Cc1ccc(=O)n([C@H]2CC[C@](CN)(c3cccc(Cl)c3)CC2)n1,40.0,active
CHEMBL3112970,NC[C@]1(c2cccc(Cl)c2)CC[C@H](N2CCn3c(nnc3C(F)(F)F)C2)CC1,40.0,active
CHEMBL3112966,NC[C@]1(c2cccc(Cl)c2)CC[C@H](N2CCCCC2=O)CC1,20.0,active
CHEMBL3112971,NC[C@]1(c2cccc(Cl)c2)CC[C@H](N2CCc3c(nc(C(F)(F)F)nc3C3CC3)C2)CC1,9.0,active
CHEMBL3112967,NC[C@]1(c2cccc(Cl)c2)CC[C@H](N2CCn3c(nnc3C(F)(F)F)C2=O)CC1,7.0,active
CHEMBL3112960,NC[C@]1(c2cccc(Cl)c2)CC[C@H](n2nc(-c3cccnc3)ccc2=O)CC1,4.0,active
CHEMBL3112959,NC[C@]1(c2cccc(Cl)c2)CC[C@H](n2nc(-c3ccccc3)ccc2=O)CC1,3.0,active
CHEMBL3112968,NC[C@]1(c2cccc(Cl)c2)CC[C@H](N2CCc3c(nc(C(F)(F)F)nc3C3CC3)C2=O)CC1,2.0,active
CHEMBL3114069,N#C[C@@H]1C[C@H]2C[C@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,4364.0,intermediate
CHEMBL3127979,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccoc1,113600.0,inactive
CHEMBL3127983,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccccn1,520.0,active
CHEMBL3127988,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1csc(-c2ccccc2)n1,390.0,active
CHEMBL3127982,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1cscn1,330.0,active
CHEMBL3127980,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccsc1,170.0,active
CHEMBL3127991,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1csc(-c2cccs2)n1,120.0,active
CHEMBL3127990,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1csc(-c2ccc(C(F)(F)F)cc2)n1,50.0,active
CHEMBL3127989,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1csc(-c2ccc(Cl)cc2)n1,50.0,active
CHEMBL3127985,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1csc2ccccc12,50.0,active
CHEMBL3127987,Cc1nc(C[C@H](N)C(=O)N2C[C@@H](F)C[C@H]2C#N)cs1,40.0,active
CHEMBL3127981,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1csc2ccccc12,30.0,active
CHEMBL3127992,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1cc2c(cc1Br)OCO2,10.0,active
CHEMBL3127984,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1cccs1,5.0,active
CHEMBL3127986,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1cscn1,4.0,active
CHEMBL3121246,CCOC(=O)c1c(O)cc(O)c2c1OC(c1ccc(O)cc1)CC2,113760.0,inactive
CHEMBL251958,COc1cc(O)c(C(=O)/C=C/c2ccc(O)cc2)c(OC)c1,33110.0,inactive
CHEMBL599763,O=C(/C=C/c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1)c1ccc(O)cc1O,26920.0,inactive
CHEMBL75589,COc1cc(O)c2c(=O)c(O)c(-c3ccc(OC)c(O)c3)oc2c1,41690.0,inactive
CHEMBL164,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,37150.0,inactive
CHEMBL1724888,O=C(CC(O)CCc1ccccc1)c1ccc(O)cc1,38430.0,inactive
CHEMBL2048503,COC(=O)C1(O)CC(O)C(O)C(OC(=O)/C=C/c2ccc(O)c(O)c2)C1,41400.0,inactive
CHEMBL3220151,O=C(CCCCc1ccccc1)c1ccc(O)cc1,22390.0,inactive
CHEMBL17347,CCOC(=O)/C=C/c1ccc(O)c(O)c1,87720.0,inactive
CHEMBL66879,O=C(O)/C=C/c1ccc(O)cc1,83180.0,inactive
CHEMBL508494,COc1cc2cc(Oc3ccc4ccc(=O)oc4c3)c(=O)oc2cc1O,87100.0,inactive
CHEMBL269277,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,55820.0,inactive
CHEMBL400359,COc1ccc2c(c1OC)CN(C)c1c-2ccc2cc3c(cc12)OCO3,56230.0,inactive
CHEMBL3220152,COc1ccc2c(c1OC)C(O)N(C)c1c-2ccc2cc3c(cc12)OCO3,32360.0,inactive
CHEMBL3220153,CCCCCCCCCCCCCCCCC(=O)OC[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)C(=CC[C@@H]4[C@@H]3CC[C@@]3(C)[C@H]4CC[C@@H]3[C@H](C)/C=C/[C@@H](CC)C(C)C)C2)[C@H](O)[C@@H](O)[C@@H]1O,16580.0,inactive
CHEMBL221542,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,28840.0,inactive
CHEMBL574038,COc1cc([C@@H]2Oc3ccc4ccc(=O)oc4c3O[C@H]2CO)ccc1O,14130.0,inactive
CHEMBL3236100,NC[C@H]1CN(c2ccccc2)C(=O)C[C@@H]1c1cc(F)ccc1F,1436.0,intermediate
CHEMBL3236101,N#Cc1ccc(N2C[C@H](CN)[C@@H](c3cc(F)ccc3F)CC2=O)cc1,378.0,active
CHEMBL3236102,NC[C@H]1CN(c2ccc(F)cc2)C(=O)C[C@@H]1c1cc(F)ccc1F,382.0,active
CHEMBL3236103,NC[C@H]1CN(c2ccc(C(F)(F)F)cc2)C(=O)C[C@@H]1c1cc(F)ccc1F,342.0,active
CHEMBL3236104,COc1ccc(N2C[C@H](CN)[C@@H](c3cc(F)ccc3F)CC2=O)cc1,217.0,active
CHEMBL3236105,CS(=O)(=O)c1ccc(N2C[C@H](CN)[C@@H](c3cc(F)ccc3F)CC2=O)cc1,193.0,active
CHEMBL3236106,NC[C@H]1CN(c2cccnc2)C(=O)C[C@@H]1c1cc(F)ccc1F,1388.0,intermediate
CHEMBL3236107,COc1ccc(N2C[C@H](CN)[C@@H](c3cc(F)ccc3F)CC2=O)cn1,452.0,active
CHEMBL3236108,NC[C@H]1CN(c2ccc(C(F)(F)F)nc2)C(=O)C[C@@H]1c1cc(F)ccc1F,443.0,active
CHEMBL3236109,N#Cc1ccc(N2C[C@H](CN)[C@@H](c3cc(F)ccc3F)CC2=O)cn1,404.0,active
CHEMBL3236110,NC[C@H]1CN(Cc2ccccc2)C(=O)C[C@@H]1c1cc(F)ccc1F,885.0,active
CHEMBL3236111,NC[C@H]1CN(Cc2ccc(C(F)(F)F)cc2)C(=O)C[C@@H]1c1cc(F)ccc1F,910.0,active
CHEMBL3236112,NC[C@H]1CN(c2ccc3ccccc3n2)C(=O)C[C@@H]1c1cc(F)ccc1F,1034.0,intermediate
CHEMBL3236113,NC[C@H]1CN(c2nccn3cnnc23)C(=O)C[C@@H]1c1cc(F)ccc1F,1023.0,intermediate
CHEMBL3236114,Cc1cc(=O)n2nc(N3C[C@H](CN)[C@@H](c4cc(F)ccc4F)CC3=O)ccc2n1,997.0,active
CHEMBL3236115,NC[C@H]1CN(CCc2ccccc2)C(=O)C[C@@H]1c1cc(F)ccc1F,119.0,active
CHEMBL3236116,NC[C@H]1CN(CCc2ccncc2)C(=O)C[C@@H]1c1cc(F)ccc1F,84.0,active
CHEMBL3236117,Cc1cc2ncc(N3C[C@H](CN)[C@@H](c4cc(F)ccc4F)CC3=O)c(C)n2n1,77.6,active
CHEMBL3236118,Cc1nnc2ccc(N3C[C@H](CN)[C@@H](c4cc(F)ccc4F)CC3=O)nn12,122.0,active
CHEMBL3236119,NC[C@H]1CN(c2ccc3nnc(C(F)(F)F)n3n2)C(=O)C[C@@H]1c1cc(F)ccc1F,79.0,active
CHEMBL3236120,NC[C@H]1CN(c2ccc3nc(C(F)(F)F)nn3n2)C(=O)C[C@@H]1c1cc(F)ccc1F,74.0,active
CHEMBL3236121,NC[C@H]1CN(CCc2ccc3c(c2)OCO3)C(=O)C[C@@H]1c1cc(F)ccc1F,8.5,active
CHEMBL3236122,NC[C@H]1CN(CCc2ccncc2)C(=O)C[C@@H]1c1cc(F)c(F)cc1F,157.0,active
CHEMBL3236123,Cc1cc2ncc(N3C[C@H](CN)[C@@H](c4cc(F)c(F)cc4F)CC3=O)c(C)n2n1,119.0,active
CHEMBL3236124,NC[C@H]1CN(c2ccc3nnc(C(F)(F)F)n3n2)C(=O)C[C@@H]1c1cc(F)c(F)cc1F,125.0,active
CHEMBL3236125,NC[C@H]1CN(c2ccc3nc(C(F)(F)F)nn3n2)C(=O)C[C@@H]1c1cc(F)c(F)cc1F,111.0,active
CHEMBL3236126,NC[C@H]1CN(CCc2ccc3c(c2)OCO3)C(=O)C[C@@H]1c1cc(F)c(F)cc1F,19.0,active
CHEMBL3236127,NC[C@H]1CN(CCc2ccncc2)C(=O)C[C@@H]1c1ccc(Cl)cc1Cl,197.0,active
CHEMBL3236128,Cc1cc2ncc(N3C[C@H](CN)[C@@H](c4ccc(Cl)cc4Cl)CC3=O)c(C)n2n1,148.0,active
CHEMBL3236129,NC[C@H]1CN(c2ccc3nnc(C(F)(F)F)n3n2)C(=O)C[C@@H]1c1ccc(Cl)cc1Cl,134.0,active
CHEMBL3236130,NC[C@H]1CN(c2ccc3nc(C(F)(F)F)nn3n2)C(=O)C[C@@H]1c1ccc(Cl)cc1Cl,137.0,active
CHEMBL3236131,NC[C@H]1CN(CCc2ccc3c(c2)OCO3)C(=O)C[C@@H]1c1ccc(Cl)cc1Cl,43.0,active
CHEMBL3233843,COc1ccc2nccc(C(=O)NCC(=O)N3CC(F)(F)C[C@H]3C#N)c2c1,19000.0,inactive
CHEMBL3233847,O=C(NCC(=O)N1CCC[C@H]1B(O)O)c1ccnc2ccccc12,50000.0,inactive
CHEMBL3233538,N#C[C@@H]1CCCN1C(=O)[C@@H](CO)NC(=O)c1ccnc2ccccc12,100000.0,inactive
CHEMBL3233539,C[C@@H](NC(=O)c1ccnc2ccccc12)C(=O)N1CCC[C@H]1C#N,100000.0,inactive
CHEMBL3233540,C[C@H](NC(=O)c1ccnc2ccccc12)C(=O)N1CCC[C@H]1C#N,100000.0,inactive
CHEMBL3233541,N#C[C@@H]1CCCN1C(=O)C1(NC(=O)c2ccnc3ccccc23)CC1,100000.0,inactive
CHEMBL3233542,CN(CC(=O)N1CCC[C@H]1C#N)C(=O)c1ccnc2ccccc12,100000.0,inactive
CHEMBL3233543,N#C[C@@H]1CCCN1C(=O)CN(C(=O)c1ccnc2ccccc12)C1CC1,100000.0,inactive
CHEMBL3233544,N#C[C@@H]1CCCN1C(=O)CN(Cc1ccc(Cl)cc1)C(=O)c1ccnc2ccccc12,100000.0,inactive
CHEMBL3233545,COCCN(CC(=O)N1CCC[C@H]1C#N)C(=O)c1ccnc2ccccc12,100000.0,inactive
CHEMBL3233546,CC(C)CCN(CC(=O)N1CCC[C@H]1C#N)C(=O)c1ccnc2ccccc12,100000.0,inactive
CHEMBL3233547,COCCN(CC(=O)N1CCC[C@H]1C#N)Cc1ccnc2ccccc12,100000.0,inactive
CHEMBL3233548,CN(CC(=O)N1CCC[C@H]1C#N)Cc1ccnc2ccccc12,100000.0,inactive
CHEMBL3233549,CN(CC(=O)N1CCC[C@H]1C#N)CC(=O)N1CCC[C@H]1C#N,100000.0,inactive
CHEMBL3233550,N#C[C@@H]1CCCN1C(=O)Cn1cc(-c2ccccc2)nn1,100000.0,inactive
CHEMBL3233551,N#C[C@@H]1CCCN1C(=O)Cn1cc(-c2ccc(F)cc2)nn1,100000.0,inactive
